LT031-0202|Tuoj įjungsiu šviesas, - pažadėjo Vinstonas. - Ženkite vidun, užverkite duris.
LT023-0175|su kuriuo nors iš auklėtinių ateidavo kultūristas Andrius Pauliukevičius, apie kurį man paaiškino, kad tai Lietuvos sporto salių Dievas,
LT033-0153|Tikiuosi, pono Kiršo prezentacija jums patiks, aš savo ruožtu vėliau mielai jums pagelbėsiu.
LT012-0090|jeigu kažkas ne taip - mano asmeninę penkių šimtų eurų išmoką jums už sugaištą laiką..
LT019-0142|ir išsiaiškinti viską, kas ten buvo,
LT037-0085|užmerkė Edmondo akis, suglaudė savo delnus ir apsimetė pagarbiai besimeldžiantis.
LT021-0148|Dideliu ratu sėdėjo suvežtinė publika - snūduriavo pensininkai ir socialiai remtini asmenys, kuriems sumokėjo po penkis eurus, ir jie turėjo ploti, kai jiems liepdavo.
LT029-0185|Kvietime nurodyta, kad derėtų apsirengti juodai ir baltai, - tarė Lengdonas. - Tikiuosi, frakas tinka? -
LT002-0030|Ar norite sužinoti, kaip galima senus ir nusidėvėjusius juvelyrinius dirbinius paversti naujais?
LT025-0063|Ir dar man iš jūsų, Merky, reikia jūsų istorijos apie du gyvenimus.
LT031-0217|Admirolas Luisas Avila sustojo prie muziejaus kontrolės punkto ir pažvelgė į savo laikrodį norėdamas įsitikinti, kad jis nevėluoja. Idealu.
LT019-0153|man tos pavardės nieko nesakė, bet dabar bent jau žinojau, ką man reikės mokytis atpažinti, nes jie visi mane pažino ir su manim maloniai sveikinosi.
LT029-0098|jis nekantravo pasimėgauti, kai atsisės priešais dvasininkus ir išpranašaus neišvengiamą jų baigtį.
LT008-0070|Degalinių darbuotojai kalba degalinės kalba, o finansų brokeriai net ne darbo metu kalba „Wall Streeto“ kalba.
LT006-0026|Ką daryti ir ko nedaryti?
LT033-0032|mer sustituye.
LT001-0002|(Jeigu kažkas pirmiau būtų pakvietę Richard Branson į Lietuvą, tuomet ir to nebūtume bandę su komanda pakartoti.)
LT015-0082|Aš tikrai kalbėjau lietuviškai gana įtikinamai - be jokio vargo, ir mane suprato be jokio vargo.
LT020-0045|Todėl gal gėlės ne laidotuvėms, kad ir kaip bepasuksi.
LT008-0011|Ar interneto puslapio turinys puikiai organizuotas ir lengvai suprantamas?
LT013-0151|bet tai nebūtų gerai.
LT001-0069|Džiaugiuosi ir dėkoju, kad investavote savo laiką ir užsakėte šią, ko gero pirmą kartą pristatomą lietuvišką knygą apie tai,
LT016-0057|Per malkutę viskas matėsi.
LT018-0037|Klausau, čia Fardinas.
LT023-0092|ko jam reikėjo, tai laiku ištraukti ir neprisidaryti vaikų, bet jis pernelyg bukas net ir tokiam šeimos planavimui;
LT020-0097|„Nežinau, kaip aš sugalvojau būti su juo, nesuprantu, gal kad buvo aukštas ir vyriškas, bet kalbėti su juo nelabai turėjom apie ką?
LT013-0147|Mieste yra angelo skulptūra, bet kas tai per miestas?
LT036-0274|Šį reikalą perims vietos valdžia, - atsakė Fonseka.
LT014-0097|Bet visose nuotraukose buvau aš.
LT021-0102|bet negali būti bloga muzika to, ką taip dievina visi šalies gyventojai.
LT038-0045|įžūliai smerkė organizuotų religijų veidmainiškumą ir siekė, kad Bažnyčia būtų labiau atskirta nuo valstybės.
LT011-0079|Todėl, jeigu jūs turite savo gerą, pozityvią klientų bazę (ji nebūtinai turi būti didelė, gali būti ir penkiasdešimt klientų -
LT014-0111|(gerai, nes ir aš taip įpratęs - negaliu pakęsti, kai tuoj baigsis automobilyje benzinas ir tuoj išsikraus telefono baterija,
LT034-0047|Kambarys kambaryje.
LT030-0049|Paleiskite, - tyliai pasakė. - Man reikia eiti. - Ne... tau reikia likti ir pasivaišinti alumi, amigo.
LT011-0040|Bet ruošiant šią knygą, aš nutariau pasidalinti idėjomis - kaip jūs galite tai pritaikyti.
LT016-0165|Aš jaučiausi, lyg kažką gaudantis tamsiame kambaryje ir net nežinodamas, ką gaudau.
LT017-0109|praėjo, man regis, nežmoniškai daug laiko. Iš tikrųjų - gal kokia valanda arba šiek tiek daugiau. Jau beveik sutemo. Kai baigiau, Aistė atsistojo.
LT025-0064|Fardinas klausėsi ir linkčiojo. Pats dirbdamas su sudėtingomis viešųjų ryšių problemomis, jis, kiek mačiau, į šią situaciją žvelgė kaip į atverstą vadovėlio puslapį.
LT036-0247|Mano drauge, nė nežinau, kur prabėgo laikas. Mudu susenome. Noriu tau padėkoti. Tiek metų dalinai išmintingus patarimus
LT015-0014|Turbūt taip jaučiasi žmonės, kai juos paima įkaitais arba pasodina į kalėjimą jiems nežinomoje šalyje.
LT017-0175|Iraniečiai emigrantai, kai grįžta į naujuosius namus po apsilankymo tėvynėje, visada vežasi granatų ir pistacijų. Apie Iraną žinojau iš savo draugo Fardino Ašuro.
LT005-0036|Be abejo, daug keliaujančiam verslininkui svarbu, kad pasitikrinti elektroninio pašto dėžutę jis galėtų tiesiog mobiliajame telefone.
LT014-0016|Paskutiniai skambučiai.
LT014-0093|ir visur aš, mano veidas, mano plaukai, mano nosis, mano lūpos. Mano apgamas šone ant kaktos.
LT012-0035|Labiausiai aš likau patenkintas tuo, kaip stipriai Tomas dabar yra pripažįstamas ir gerbiamas savo klientų.
LT037-0248|Taip. Ir dar vienas dalykas. Po jų susitikimo Valdespinas pasiuntė grasinančią žinią į Edmondo balso paštą. Ar apie tai žinojai?
LT010-0001|Bet turbūt jums kirba klausimas - o kaip greitai aš galėčiau išbandyti šių technikų veiksmingumą ir jau artimiausiu metu uždirbčiau pinigų? Nuo ko pradėti?
LT008-0081|Draugas draugui neleis priimti netinkamo sprendimo (vairuoti girtam)
LT034-0267|Žmogaus smegenims geriau yra bet koks atsakymas negu jokio. Kai „trūksta duomenų“, jaučiamės siaubingai nepatogiai,
LT021-0117|todėl jie nakvoja mokyklų sporto salėse ir pas nelaimingus gimines, kurie turi kentėti jų įpročius ir kaimietišką nevalyvumą.
LT034-0134|Kaip siurrealu, pamanė Lengdonas tįsodamas ant nugaros ir žiūrėdamas į save.
LT016-0161|Susitinkam? Bet jeigu aš nerasiu jos nuotraukos, galiu jos nepažinti. Ji pažins mane.
LT031-0148|kuri idealiai atspindi klasikinį sugretinimą. Galimas daiktas, norėsite ja pasinaudoti, kai per paskaitą aiškinsite sąvokos esmę.
LT011-0095|sukurtą paties Verdenio ir pačias efektyviausias jo rekomendacijas, kurios jums padės:
LT038-0136|Gal man čia nebeliko vietos?
LT022-0132|kad čia gal ne vieta ir ne laikas jam detalizuoti visko, kaip mes su Aiste mylimės ir kaip jai patinka, kai jai suimu už plaukų sekso metu.
LT003-0140|Siūlydami nemokamą dovanėlę, aiškiai nurodykite, kad nieko už ją nesitikite.
LT023-0006|Bet kuriuo atveju aš šį tą gero jums būsiu padaręs.
LT022-0110|Jas tik reikia pripratinti elgtis tyliai, užsikimšti ir išmokyti jas žinoti savo vietą.
LT013-0078|Jei buvusį gyvenimą nubrauktų ir vietoje jo pasiūlytų visai naują,
LT002-0107|tai nėra labai tinkamas laikas, mano siūlomas sprendimas yra sunkus, nėra jokių garantijų, kad liksite patenkintas...
LT032-0218|Įdomu, - atsiliepė Lengdonas. - Ar kaip tik todėl pernai Bostone, kai pietavome, porą valandų tardei mane apie religiją?
LT037-0227|Bandant išplatinti atradimą po pasaulį, mums, rodos, teprireiks pagal užsakymą gaminto jo telefono ir slaptažodžio.
LT037-0266|Jis iššifravo kodą ir įsisąmonino, kad raidžių bei skaičių derinys reiškia ne kažkokį slaptą mokslininkų klubą, o gerokai kasdieniškesnį dalyką.
LT036-0124|Susirūpinęs patikrinau jo kilmę ir nustačiau, kad turime reikalą su Ispanijos karinio jūrų laivyno admirolu, atleistu iš tarnybos tiek dėl alkoholizmo,
LT008-0052|(ir ko galėtume iš jos pasimokyti)
LT001-0028|Per daugiau nei dešimties metų profesinį darbą Martynas vienas arba kartu su projekto partneriais surengė per 500 įvairiausių mokymų, seminarų ir konferencijų,
LT024-0151|Nė velnio, aš nepripažinsiu savo pralaimėjimo.
LT003-0072|Galbūt ne visuomenės požiūriu, tačiau marketingo specialisto požiūriu – tikrai!
LT033-0168|Prie vairo sėdintis paauglys nusitraukė apsauginius akinius ir įsispigino į objektą, kurio vos nepervažiavo.
LT030-0205|Ponas Kiršas siekė užsitikrinti, kad diskusijai niekas netrukdytų. Anot jo, vienas iš meno tikslų yra skatinti dialogą.
LT015-0021|ar šulinio arba paskutinį kartą pažiūrėti į upės vingį, nes manydavai, kad išvyksti labai neilgam.
LT016-0037|Gal kavą, viskį jie sugebėjo imituoti (nors jis buvo visai tikras, apgirtau kaip nuo gero daikto), o gal daugiau nieko nebus?
LT029-0107|Vyrai vinguriavo tamsių koridorių labirintu, ir Kiršas juto, kad jo akims sunkiai sekasi įprasti prie blausaus apšvietimo.
LT004-0015|Šeštas. NEATIDĖLIOTINO PASITENKINIMO MYGTUKAS
LT033-0240|Guardia Real? Ką čia veikia Karališkoji sargyba?
LT020-0042|- Ne, kokioms laidotuvėms, bijokit Dievo.
LT001-0007|Bet... kai ką žinau ir aš.
LT034-0024|Migloti augmenijos pakraščiai gudriai maskavo kampuotus gigantiškos patalpos kampus ir sudarė natūralios aplinkos įspūdį.
LT024-0045|kiek tie dalykai kainuoja, taip man visokios tokios smulkmenos irgi nelabai rūpi.
LT025-0066|Vitaminus pristatys ne toje konferencijų salėje, kur jų visi tikisi, o privačioje teritorijoje - prekybos miestelyje, dideliame restorane,
LT036-0223|Kiovešas apimtas panikos... kaip ir Saidas.
LT039-0079|Garsa stvėrė įtaisą, nudūrė akis į ekraną, kur rado identifikuoto Bilbao šaulio,
LT002-0170|pavyzdžiui: Full-HD dešimt-aštuoniasdežimt P yra aukščiausia įmanoma HD video rezoliucija
LT032-0071|Anaiptol. Šneku rimtai. Sintetinio intelekto kūrimui Kiršas paaukojo dešimtmetį ir beveik milijardą dolerių;
LT031-0240|juos tikriausiai supainiojo su vėjo staugimu. Tikėjimas, kad Viešpats jį apsaugos, seniai išblėso. Grifai jau nesuko ratų ore; jie tipeno pavymui.
LT021-0205|trypė kojomis, kad garsiau būtų.
LT005-0030|Dėl atsiradusio interneto stipriai padidėjo patogumo poreikis. Vartotojai visko, ko jiems reikia, tikisi iš karto:
LT036-0184|Rabinas Kiovešas atsiliepė sulig pirmuoju signalu.
LT021-0190|Pensininkai paplojo, o viena močiutė net pabandė sušvilpti, tačiau jai iškrito dirbtinis žandikaulis ir nuriedėjo per dulkes po studijos dekoracijomis.
LT030-0081|Nepykite, bet aš privalau paskambinti žmonai ir perduoti, jog namo grįšiu vėliau nei įprastai. Rodos, čia kiek užtruksiu.
LT013-0087|Kur aš? Kas man dabar bus?
LT035-0043|Gretimuose Karališkuosiuose rūmuose, be abejo, programą stebėjo visi, ir juolab princas Chulijanas, Ispanijos sosto įpėdinis.
LT016-0145|Ačiū, nieko, normaliai, šiandien labai daug visko, sočiai taip, - atsakinėjau aš.
LT017-0136|Oro uoste kažkokios dvi moterys pasisveikino su manim, lyg mane šiek tiek pažindamos. Linktelėjau joms ir nuėjau toliau.
LT021-0077|Ar jie patys skaitė tas knygas - tai labai didelis klausimas.
LT033-0092|Dvyliktas skyrius.
LT021-0197|pradažno Užkulnio, kuris restoranus reketuoja ir tyčiojasi iš visų, kodėl jūs jo klausiate, čia kažkoks architektas, ką jis žino, tfu,
LT033-0163|Kiršas minėjo tiesiogiai transliuosiąs savo pranešimą, bet žiūrovų gausa atrodė neįtikima, maža to, sulig kiekviena sekunde jų skaičius vis sparčiau augo.
LT004-0092|Pasirinkus produktą ir dedant į krepšelį pasitinka poros sakinių informatyvus tekstas.
LT030-0066|Gal norėtum, kad atsirastų? - jis ėmė raitytis iš juoko, kone apimtas isterijos, ir kumščiu talžyti per barą.
LT020-0039|Pardavėja pakėlė antakius.
LT036-0319|Nuostabu. Jeigu jiems paskambinsime, galbūt atseks automobilį.
LT031-0209|Į instaliaciją, pramintą „Laiko materija“, - ausinėse nuskardėjo džiaugsmingas gido balsas.
LT016-0015|ir, jei mano praėjęs gyvenimas nėra visiškas sapnas, aš juos rasiu.
LT021-0123|Man atrodo, taip yra dėl to, kad jie tokiu atveju bent jau yra tikri,
LT033-0184|Matha Alayna an nafal? - paklausė jis. Ką mums daryti?
LT019-0028|Ir, žinokite, džiaugiausi, kad tik kaip pro miglą prisimenu. Fardinas man sakė: „Gali bandyti grįžti į Angliją“,
LT018-0102|Kas yra Paulo Coelho?
LT029-0171|Laiptų apačioje Lengdonas sustingo kaip įkaltas ir nužvelgė priešais stūksantį gigantišką objektą.
LT033-0154|Pasigirdo spragtelėjimas, ir Vinstonas dingo.
LT020-0067|- Tai pasakok tada apie save, kaip čia pas tave viskas išsidėlioja.
LT016-0139|Aš sutrikau ir norėjau paklausti, kokia prasme,
LT035-0257|Man teks paleisti kulką į šventą rožinį?
LT006-0003|Kartais net garsiausias prieštaravimas visai nėra prieštaravimas. Tai tik prašymas spręsti problemą.
LT029-0139|Ties horizontu, kažkur virš Balearų jūros, tyvuliuojančios už daugybės mylių, kaupėsi grėsmingų štormo debesų tumulai.
LT013-0028|PADĖKA Dabar, kai esu tikras grožinės literatūros rašytojas, nes parašiau grožinės literatūros kūrinį, kurį dabar laikote rankose ir kurį tuoj pradėsite skaityti,
LT002-0109|KLIENTAS: “KOKIA MAN IŠ TO NAUDA?”
LT033-0151|Edmondas man viso labo davė kodą: B I O E C trys keturi šeši. Pridūrė, kad jis be galo paprastas.
LT021-0116|neturi kur gyventi (nes viešbučių sostinėje tiek nėra, be to, jie ir neturi tiek pinigų, kad galėtų gyventi viešbutyje),
LT012-0117|Dėl nepaprastai jautraus ir laikui imlaus darbo, aš galiu priimti tik labai ribotą klientų skaičių.
LT022-0037|Aš nenore jau, kad jai būtų nemalonu, man tik tų išsigimėlių reikėjo klausyti tam, kad geriau suprasčiau Lietuvą. Grįžkime prie tetų:
LT003-0045|Nepriimkite to asmeniškai.
LT029-0195|Bet da Vinčis ir de Koningas tokie panašūs! Lengdonas kantriai nusišypsojo. - Tuomet akivaizdu, kad turėčiau išsamiau pasidomėti de Koningu.
LT013-0049|kurie per valandą sutiko mus apgyvendinti, kai atskridome iš Čikagos ir radome anksčiau išsinuomotą butą netinkamą gyventi,
LT031-0035|Slėpininga judaizmo tikėjimo painiava teikdavo Kiovešui paguodą, kaip Viešpaties priminimas, jog žmonijai nelemta visko suprasti.
LT024-0035|Gerai, pradėkim, tau patiko tas darbas, kurį ten dirbai? Jis teikė tau laimės?
LT017-0061|Su moterimis taip būna, kad jos pyksta dėl kažko, ko mes negalime suprasti, tačiau čia ne tas atvejis.
LT008-0077|“follow-up campaign”, “copy”, “funnels” ar “irresistible offer”
LT028-0156|Taip, čia buvo kai kas daugiau ir geriau, ir linksmiau.
LT025-0067|ir veganės bei feministės protestuotojos neturės kur susiburti.
LT003-0018|Jei Jums pavyks savo sukurtoje marketingo medžiagoje pademonstruoti, jog gebate patenkinti kuriuos nors šių poreikių arba, dar geriau, keleto poreikių kombinaciją,
LT021-0035|Kuo labiau jos smerkia vyrą, kad jam tik sekso reikia ir niekas jam labiau nerūpi, tuo audringesni rezultatai būna, kai vyrui vieną kartą nesinori sekso.
LT017-0089|- Aiste, žiūrėk, turiu tau kai ką pasakyti.
LT029-0254|Du veidus skiriančios erdvės kontūrai priminė Gralio taurę. Dabar, stovėdamas priešais muziejų, Lengdonas nekantravo sužinoti, ką jo studentas rengiasi pranešti.
LT019-0030|Bet ar noriu? Kas geriau, Anglija ar Lietuva?
LT035-0130|„Dievo privalome ieškoti savo širdyje! O ne atomuose!
LT022-0075|kažkokios lipynės, pavėsinės ir kitokie dalykai, kuriais vargu ar kada nors kas nors naudojosi.
LT029-0019|Persekiojami įsibauginusio pavojingo priešo, kuriam informaciją, rodos, teikia patys Karališkieji rūmai,
LT034-0106|Tikrai nenoriu to daryti, - užtikrino Valdespinas. - Mums belieka laukti ir stebėti, kaip reaguos pasaulis. Dabar viskas Dievo rankose.
LT003-0158|komerciniais pasiūlymais.
LT035-0146|Iš kur mes atėjome! - sumaurojo futuristas. - Kur link judame! Mums visuomet buvo lemta išsiaiškinti atsakymus.
LT011-0059|Šioje elektroninėje knygoje jūs sužinosite:
LT027-0091|Velnias, tokių dalykų nebūna Anglijoje arba jie būna nebent pornografiniuose filmuose ir tai ne visuose (paprastuose pornografiniuose filmuose dialogų būna nedaug,
LT017-0203|Aistė Skaistytė: „Taip. Aš kitokio tavęs neturiu. Man dabar baisu, bet be tavęs būtų baisiau!
LT036-0204|todėl jei pernelyg viešinsitės - jei, pavyzdžiui, kreipsitės į valdžią arba televizijos kompaniją, - smurto turbūt neišvengsite. Man ypač baugu dėl jūsų.
LT018-0144|Ir tada ji žiūri ekspoziciją toliau, pamato vienuolikos colių juodus guminius pimpalus, kurių kiekviename telpa po tris dideles baterijas, ir galvoja,
LT032-0153|Jis buvo laibas, žemo ūgio, blyškios odos, skvarbaus žvilgsnio ir pasišiaušusiais juodais plaukais.
LT014-0120|Finansų krizė atšaldė rinką, turto sumažėjo, konkurencija padidėjo, todėl mes turėjome dirbti už mažesnius pinigus ir labiau stengtis dėl klientų.
LT015-0079|Arbata pakeliuose buvo is M and S, radau ją spintelėje
LT032-0313|Lengdonas tikėjosi pamatyti viešbučio arba restorano adresą, bet išvydo šifrą primenantį raidžių ir skaitmenų rinkinį:
LT039-0006|Dabar tam ne laikas, pykčiu kunkuliavo Garsa.
LT017-0148|kuris man buvo pažįstamas kaip namai (nors kai kas buvo pasikeitę - tas stalas, prie kurio aš sėdėdavau, buvo kažkoks kitoks, ir mano
LT030-0147|Ačiū. Ar man ką nors paspausti...
LT029-0214|Bet studentas jau pralenkė mokytoją, sau tarė Lengdonas. Keliais šviesmečiais.
LT036-0119|Lengdonas skubiai papasakojo, ką jam perdavė Vinstonas - gido programa užfiksavo, kad vienas iš svečių išmetė ausines,
LT039-0125|Taip. - Dvasininkas atsigręžė į sosto įpėdinį. - Išpažinčių klausausi penkiasdešimt metų. Todėl melą atpažįstu.
LT033-0113|Jiems artėjant išėjimo link, Lengdonas priblokštas įsispoksojo į gigantišką eksponatą, kuris patalpoje buvo svarbiausias.
LT027-0035|Maniau, kad publika pasibaisės, tačiau kelios moterys nubėgo prie jo klupdamos ir žviegdamos: Eugenijau, Eugenijau, galima selfiuką? Galima selfiuką?
LT017-0084|Ką aš darau? Velnias, ką aš darau?
LT035-0262|Žudikas balta uniforma dingo.
LT024-0160|Kokiu vitaminų projektu? - paklausė Fardinas smalsiai.
LT014-0088|(gal nereikėjo gerti tos kavos). Kur čia.
LT032-0059|Deja, aš nesugebu fiziškai judėti. O... apgailestauju.
LT029-0160|Naujiena ne supurtys jūsiškius pamatus, o pavers juos griuvėsiais.
LT038-0150|Laimei, jis buvo visiškai vienas. Bet krūtinėje širdis daužėsi kaip pašėlusi.
LT023-0139|kai kiti išlakstytų ir pasislėptų. Jiems labai patinka galvoti apie save kaip apie vikingų ir pagonių palikuonis.
LT004-0166|Dėl efektyvaus apibūdinimo potencialus klientas gebės matyti, užuosti, išgirsti, paragauti ar net pasijusti taip,
LT015-0001|Sekmadienio ryte pabudau ir supratau per daug išgėręs viskio. Burna džiūvo, išgėriau vandens ir nežinojau, ar dar voliotis, ar keltis.
